telemetry_index,anomaly_score,decision,ground_truth,prediction
113,0.07236117869615555,NORMAL,0,0
114,0.07442954182624817,NORMAL,0,0
115,0.07650088518857956,NORMAL,0,0
116,0.07857538014650345,NORMAL,0,0
117,0.08065294474363327,NORMAL,0,0
118,0.08273326605558395,NORMAL,0,0
119,0.08579780906438828,NORMAL,0,0
120,0.08785656094551086,NORMAL,0,0
121,0.09095028042793274,NORMAL,0,0
122,0.09399285912513733,NORMAL,0,0
123,0.09706070274114609,NORMAL,0,0
124,0.10013750195503235,NORMAL,0,0
125,0.10322271287441254,NORMAL,0,0
126,0.1063193529844284,NORMAL,0,0
127,0.10943116992712021,NORMAL,0,0
128,0.11256010085344315,NORMAL,0,0
129,0.11570534110069275,NORMAL,0,0
130,0.11886294186115265,ANOMALY,0,1
131,0.12202650308609009,ANOMALY,0,1
132,0.12518645823001862,ANOMALY,0,1
133,0.12832506000995636,ANOMALY,0,1
134,0.13039450347423553,ANOMALY,0,1
135,0.13207945227622986,ANOMALY,0,1
136,0.13364261388778687,ANOMALY,0,1
137,0.1352156102657318,ANOMALY,0,1
138,0.13680650293827057,ANOMALY,0,1
139,0.13841474056243896,ANOMALY,0,1
140,0.1400337666273117,ANOMALY,0,1
141,0.1416524052619934,ANOMALY,0,1
142,0.14325051009655,ANOMALY,0,1
143,0.14476269483566284,ANOMALY,0,1
144,0.14586730301380157,ANOMALY,0,1
145,0.14673687517642975,ANOMALY,0,1
146,0.1476234644651413,ANOMALY,0,1
147,0.14852957427501678,ANOMALY,0,1
148,0.14945478737354279,ANOMALY,0,1
149,0.1503954529762268,ANOMALY,0,1
150,0.15134455263614655,ANOMALY,0,1
151,0.15229077637195587,ANOMALY,0,1
152,0.15321296453475952,ANOMALY,0,1
153,0.15404312312602997,ANOMALY,0,1
154,0.15445499122142792,ANOMALY,0,1
155,0.15446776151657104,ANOMALY,0,1
156,0.15354017913341522,ANOMALY,0,1
157,0.15362726151943207,ANOMALY,0,1
158,0.1536056101322174,ANOMALY,0,1
159,0.15361450612545013,ANOMALY,0,1
160,0.1536346971988678,ANOMALY,0,1
161,0.15366609394550323,ANOMALY,0,1
162,0.15370868146419525,ANOMALY,0,1
163,0.15484139323234558,ANOMALY,0,1
164,0.15589773654937744,ANOMALY,0,1
165,0.15697984397411346,ANOMALY,0,1
166,0.15804563462734222,ANOMALY,0,1
167,0.15903350710868835,ANOMALY,0,1
168,0.15966394543647766,ANOMALY,0,1
169,0.16007600724697113,ANOMALY,0,1
170,0.16060617566108704,ANOMALY,0,1
171,0.1617620438337326,ANOMALY,0,1
172,0.16285134851932526,ANOMALY,0,1
173,0.1639634668827057,ANOMALY,0,1
174,0.1650666743516922,ANOMALY,0,1
175,0.16615065932273865,ANOMALY,0,1
176,0.16721194982528687,ANOMALY,0,1
177,0.16825199127197266,ANOMALY,0,1
178,0.16927595436573029,ANOMALY,0,1
179,0.17029188573360443,ANOMALY,0,1
180,0.17131176590919495,ANOMALY,0,1
181,0.17235741019248962,ANOMALY,0,1
182,0.17470736801624298,ANOMALY,0,1
183,0.17746807634830475,ANOMALY,0,1
184,0.18081258237361908,ANOMALY,0,1
185,0.184176504611969,ANOMALY,0,1
186,0.1875496357679367,ANOMALY,0,1
187,0.19092854857444763,ANOMALY,0,1
188,0.19431298971176147,ANOMALY,0,1
189,0.19770365953445435,ANOMALY,0,1
190,0.20110134780406952,ANOMALY,0,1
191,0.2045065462589264,ANOMALY,0,1
192,0.2079188972711563,ANOMALY,0,1
193,0.21133704483509064,ANOMALY,0,1
194,0.2147589921951294,ANOMALY,0,1
195,0.21818247437477112,ANOMALY,0,1
196,0.2216060608625412,ANOMALY,0,1
197,0.22502964735031128,ANOMALY,0,1
198,0.22845445573329926,ANOMALY,0,1
199,0.23188269138336182,ANOMALY,0,1
200,0.23531797528266907,ANOMALY,0,1
201,0.2387656271457672,ANOMALY,0,1
202,0.24223339557647705,ANOMALY,0,1
203,0.24573571979999542,ANOMALY,0,1
204,0.24932391941547394,ANOMALY,0,1
205,0.2532599866390228,ANOMALY,0,1
206,0.25716838240623474,ANOMALY,0,1
207,0.2607046067714691,ANOMALY,0,1
208,0.26424703001976013,ANOMALY,0,1
209,0.26778775453567505,ANOMALY,0,1
210,0.2713102400302887,ANOMALY,0,1
211,0.2735765278339386,ANOMALY,0,1
212,0.2754025459289551,ANOMALY,0,1
213,0.2766408324241638,ANOMALY,0,1
214,0.2778724431991577,ANOMALY,0,1
215,0.2791104316711426,ANOMALY,0,1
216,0.28035426139831543,ANOMALY,0,1
217,0.2815941870212555,ANOMALY,0,1
218,0.28280967473983765,ANOMALY,0,1
219,0.2839323878288269,ANOMALY,0,1
220,0.28463539481163025,ANOMALY,0,1
221,0.2846633493900299,ANOMALY,0,1
222,0.284702330827713,ANOMALY,0,1
223,0.28475579619407654,ANOMALY,0,1
224,0.2848256230354309,ANOMALY,0,1
225,0.284910649061203,ANOMALY,0,1
226,0.2850070595741272,ANOMALY,0,1
227,0.2864018380641937,ANOMALY,0,1
228,0.2877374589443207,ANOMALY,0,1
229,0.28909459710121155,ANOMALY,0,1
230,0.2903633713722229,ANOMALY,0,1
231,0.29120150208473206,ANOMALY,0,1
232,0.29120373725891113,ANOMALY,0,1
233,0.2911960482597351,ANOMALY,0,1
234,0.291179358959198,ANOMALY,0,1
235,0.29249346256256104,ANOMALY,0,1
236,0.29377979040145874,ANOMALY,0,1
237,0.2951171100139618,ANOMALY,0,1
238,0.29646649956703186,ANOMALY,0,1
239,0.297815203666687,ANOMALY,0,1
240,0.29915985465049744,ANOMALY,0,1
241,0.3005009889602661,ANOMALY,0,1
242,0.3018406629562378,ANOMALY,0,1
243,0.3031817674636841,ANOMALY,0,1
244,0.3045269250869751,ANOMALY,0,1
245,0.30587875843048096,ANOMALY,0,1
246,0.307239294052124,ANOMALY,0,1
247,0.30860936641693115,ANOMALY,0,1
248,0.30998820066452026,ANOMALY,0,1
249,0.31137314438819885,ANOMALY,0,1
250,0.3127601146697998,ANOMALY,0,1
251,0.3141445219516754,ANOMALY,0,1
252,0.31678828597068787,ANOMALY,0,1
253,0.31949490308761597,ANOMALY,0,1
254,0.3210744559764862,ANOMALY,0,1
255,0.32257935404777527,ANOMALY,0,1
256,0.3240067660808563,ANOMALY,0,1
257,0.3254126310348511,ANOMALY,0,1
258,0.32683777809143066,ANOMALY,0,1
259,0.328360378742218,ANOMALY,0,1
260,0.3303154408931732,ANOMALY,0,1
261,0.3330923914909363,ANOMALY,0,1
262,0.3358701467514038,ANOMALY,0,1
263,0.33864861726760864,ANOMALY,0,1
264,0.3414284884929657,ANOMALY,0,1
265,0.34421229362487793,ANOMALY,0,1
266,0.3470034897327423,ANOMALY,0,1
267,0.34862059354782104,ANOMALY,0,1
268,0.3501551151275635,ANOMALY,0,1
269,0.3516036570072174,ANOMALY,0,1
270,0.3530261218547821,ANOMALY,0,1
271,0.3544432818889618,ANOMALY,0,1
272,0.35586002469062805,ANOMALY,0,1
273,0.35727253556251526,ANOMALY,0,1
274,0.35866546630859375,ANOMALY,0,1
275,0.35997408628463745,ANOMALY,0,1
276,0.36087116599082947,ANOMALY,0,1
277,0.3609597682952881,ANOMALY,0,1
278,0.3610633611679077,ANOMALY,0,1
279,0.3611774742603302,ANOMALY,0,1
280,0.36263683438301086,ANOMALY,0,1
281,0.36275383830070496,ANOMALY,0,1
282,0.36423632502555847,ANOMALY,0,1
283,0.36556312441825867,ANOMALY,0,1
284,0.3665080964565277,ANOMALY,0,1
285,0.36649224162101746,ANOMALY,0,1
286,0.3664725124835968,ANOMALY,0,1
287,0.36644497513771057,ANOMALY,0,1
288,0.36640965938568115,ANOMALY,0,1
289,0.3663695156574249,ANOMALY,0,1
290,0.36767685413360596,ANOMALY,0,1
291,0.3677023947238922,ANOMALY,0,1
292,0.36907249689102173,ANOMALY,0,1
293,0.37044352293014526,ANOMALY,0,1
294,0.3718779683113098,ANOMALY,0,1
295,0.3733358085155487,ANOMALY,0,1
296,0.374798059463501,ANOMALY,0,1
297,0.37625569105148315,ANOMALY,0,1
298,0.3777017891407013,ANOMALY,0,1
299,0.3791235089302063,ANOMALY,0,1
300,0.3804619312286377,ANOMALY,0,1
301,0.38264575600624084,ANOMALY,0,1
302,0.3839525580406189,ANOMALY,0,1
303,0.38581523299217224,ANOMALY,0,1
304,0.38885071873664856,ANOMALY,0,1
305,0.3919219672679901,ANOMALY,0,1
306,0.3950146436691284,ANOMALY,0,1
307,0.3970647156238556,ANOMALY,0,1
308,0.39996474981307983,ANOMALY,0,1
309,0.40294864773750305,ANOMALY,0,1
310,0.4060060977935791,ANOMALY,0,1
311,0.4091099798679352,ANOMALY,0,1
312,0.4122451841831207,ANOMALY,0,1
313,0.4154125452041626,ANOMALY,0,1
314,0.41862809658050537,ANOMALY,0,1
315,0.4219615161418915,ANOMALY,0,1
316,0.4257485270500183,ANOMALY,0,1
317,0.4305065870285034,ANOMALY,0,1
318,0.4352792501449585,ANOMALY,0,1
319,0.4400682747364044,ANOMALY,0,1
320,0.44487568736076355,ANOMALY,0,1
321,0.4497028589248657,ANOMALY,0,1
322,0.4545503854751587,ANOMALY,0,1
323,0.4594169855117798,ANOMALY,0,1
324,0.46429935097694397,ANOMALY,0,1
325,0.468191534280777,ANOMALY,0,1
326,0.4728407561779022,ANOMALY,0,1
327,0.476521372795105,ANOMALY,0,1
328,0.4799356758594513,ANOMALY,0,1
329,0.4828665256500244,ANOMALY,0,1
330,0.48511645197868347,ANOMALY,0,1
331,0.48786789178848267,ANOMALY,0,1
332,0.4896511137485504,ANOMALY,0,1
333,0.4914330244064331,ANOMALY,0,1
334,0.49321407079696655,ANOMALY,0,1
335,0.4949907958507538,ANOMALY,0,1
336,0.4967559576034546,ANOMALY,0,1
337,0.4984932839870453,ANOMALY,0,1
338,0.5001441836357117,ANOMALY,0,1
339,0.5002608299255371,ANOMALY,0,1
340,0.49943360686302185,ANOMALY,0,1
341,0.49915724992752075,ANOMALY,0,1
342,0.49772319197654724,ANOMALY,0,1
343,0.49627697467803955,ANOMALY,0,1
344,0.4948302209377289,ANOMALY,0,1
345,0.4933830499649048,ANOMALY,0,1
346,0.4919300079345703,ANOMALY,0,1
347,0.4904608428478241,ANOMALY,0,1
348,0.48895591497421265,ANOMALY,0,1
349,0.487346351146698,ANOMALY,0,1
350,0.48530158400535583,ANOMALY,0,1
351,0.4819936454296112,ANOMALY,0,1
352,0.4800470471382141,ANOMALY,0,1
353,0.4781368672847748,ANOMALY,0,1
354,0.4763295352458954,ANOMALY,0,1
355,0.47461873292922974,ANOMALY,0,1
356,0.4732455909252167,ANOMALY,0,1
357,0.4726926386356354,ANOMALY,0,1
358,0.4708766043186188,ANOMALY,0,1
359,0.4690566658973694,ANOMALY,0,1
360,0.46723473072052,ANOMALY,0,1
361,0.46541211009025574,ANOMALY,0,1
362,0.46358898282051086,ANOMALY,0,1
363,0.46176445484161377,ANOMALY,0,1
364,0.4612159729003906,ANOMALY,0,1
365,0.4607642889022827,ANOMALY,0,1
366,0.4604080617427826,ANOMALY,0,1
367,0.4600903391838074,ANOMALY,0,1
368,0.45978495478630066,ANOMALY,0,1
369,0.4594850242137909,ANOMALY,0,1
370,0.45919278264045715,ANOMALY,0,1
371,0.4589170515537262,ANOMALY,0,1
372,0.4586770236492157,ANOMALY,0,1
373,0.4585361182689667,ANOMALY,0,1
374,0.45878133177757263,ANOMALY,0,1
375,0.4610617756843567,ANOMALY,0,1
376,0.461719810962677,ANOMALY,0,1
377,0.46457740664482117,ANOMALY,0,1
378,0.4676206707954407,ANOMALY,0,1
379,0.4707788825035095,ANOMALY,0,1
380,0.47400641441345215,ANOMALY,0,1
381,0.4772736728191376,ANOMALY,0,1
382,0.4805702865123749,ANOMALY,0,1
383,0.4838932454586029,ANOMALY,0,1
384,0.4872448742389679,ANOMALY,0,1
385,0.4906320869922638,ANOMALY,0,1
386,0.49407416582107544,ANOMALY,0,1
387,0.49764329195022583,ANOMALY,0,1
388,0.5016786456108093,ANOMALY,0,1
389,0.5068342685699463,ANOMALY,0,1
390,0.5120140314102173,ANOMALY,0,1
391,0.5172207355499268,ANOMALY,0,1
392,0.5224559903144836,ANOMALY,0,1
393,0.5269190073013306,ANOMALY,0,1
394,0.5309898853302002,ANOMALY,0,1
395,0.5348660945892334,ANOMALY,0,1
396,0.5386373400688171,ANOMALY,0,1
397,0.5433092713356018,ANOMALY,0,1
398,0.5473172664642334,ANOMALY,0,1
399,0.5511158108711243,ANOMALY,0,1
400,0.5547024607658386,ANOMALY,0,1
401,0.5577854514122009,ANOMALY,0,1
402,0.5597360134124756,ANOMALY,0,1
403,0.561673104763031,ANOMALY,0,1
404,0.5636066198348999,ANOMALY,0,1
405,0.5645381808280945,ANOMALY,0,1
406,0.5651687383651733,ANOMALY,0,1
407,0.5656188726425171,ANOMALY,0,1
408,0.5659781098365784,ANOMALY,0,1
409,0.566286027431488,ANOMALY,0,1
410,0.5665519833564758,ANOMALY,0,1
411,0.5667647123336792,ANOMALY,0,1
412,0.5668579936027527,ANOMALY,0,1
413,0.5665009021759033,ANOMALY,0,1
414,0.5648786425590515,ANOMALY,0,1
415,0.5632502436637878,ANOMALY,0,1
416,0.5616196990013123,ANOMALY,0,1
417,0.5599894523620605,ANOMALY,0,1
418,0.5583606958389282,ANOMALY,0,1
419,0.5567324757575989,ANOMALY,0,1
420,0.5563992261886597,ANOMALY,0,1
421,0.556164026260376,ANOMALY,0,1
422,0.5560168623924255,ANOMALY,0,1
423,0.5558321475982666,ANOMALY,0,1
424,0.555295467376709,ANOMALY,0,1
425,0.5537000894546509,ANOMALY,0,1
426,0.5530668497085571,ANOMALY,0,1
427,0.5510366559028625,ANOMALY,0,1
428,0.5490095019340515,ANOMALY,0,1
429,0.5481648445129395,ANOMALY,0,1
430,0.547502338886261,ANOMALY,0,1
431,0.5469707250595093,ANOMALY,0,1
432,0.5465036630630493,ANOMALY,0,1
433,0.5460662245750427,ANOMALY,0,1
434,0.5456464886665344,ANOMALY,0,1
435,0.545242190361023,ANOMALY,0,1
436,0.5448555946350098,ANOMALY,0,1
437,0.5444908738136292,ANOMALY,0,1
438,0.5441545844078064,ANOMALY,0,1
439,0.5438558459281921,ANOMALY,0,1
440,0.5436144471168518,ANOMALY,0,1
441,0.5435009598731995,ANOMALY,0,1
442,0.5438497066497803,ANOMALY,0,1
443,0.5455988645553589,ANOMALY,0,1
444,0.5473397374153137,ANOMALY,0,1
445,0.5490151643753052,ANOMALY,0,1
446,0.5503562688827515,ANOMALY,0,1
447,0.5507555603981018,ANOMALY,0,1
448,0.5525510311126709,ANOMALY,0,1
449,0.5543537735939026,ANOMALY,0,1
450,0.5561680793762207,ANOMALY,0,1
451,0.5588650703430176,ANOMALY,0,1
452,0.5619628429412842,ANOMALY,0,1
453,0.5646021366119385,ANOMALY,0,1
454,0.5673866271972656,ANOMALY,0,1
455,0.5712717771530151,ANOMALY,0,1
456,0.5750824213027954,ANOMALY,0,1
457,0.5788621306419373,ANOMALY,0,1
458,0.582630455493927,ANOMALY,0,1
459,0.5863984823226929,ANOMALY,0,1
460,0.5901718139648438,ANOMALY,0,1
461,0.5939524173736572,ANOMALY,0,1
462,0.5977398753166199,ANOMALY,0,1
463,0.6015317440032959,ANOMALY,0,1
464,0.6053237318992615,ANOMALY,0,1
465,0.6091108918190002,ANOMALY,0,1
466,0.6128853559494019,ANOMALY,0,1
467,0.6166291236877441,ANOMALY,0,1
468,0.6194393038749695,ANOMALY,0,1
469,0.6222929954528809,ANOMALY,0,1
470,0.624064028263092,ANOMALY,0,1
471,0.6259351968765259,ANOMALY,0,1
472,0.6278660893440247,ANOMALY,0,1
473,0.629824697971344,ANOMALY,0,1
474,0.6317934989929199,ANOMALY,0,1
475,0.6337573528289795,ANOMALY,0,1
476,0.6356920599937439,ANOMALY,0,1
477,0.6375224590301514,ANOMALY,0,1
478,0.6398318409919739,ANOMALY,0,1
479,0.6410822868347168,ANOMALY,0,1
480,0.6425214409828186,ANOMALY,0,1
481,0.6440691351890564,ANOMALY,0,1
482,0.6456785798072815,ANOMALY,0,1
483,0.6473296880722046,ANOMALY,0,1
484,0.6490140557289124,ANOMALY,0,1
485,0.6507278680801392,ANOMALY,0,1
486,0.6524699330329895,ANOMALY,0,1
487,0.6542412042617798,ANOMALY,0,1
488,0.6560428142547607,ANOMALY,0,1
489,0.6578758358955383,ANOMALY,0,1
490,0.659740149974823,ANOMALY,0,1
491,0.6622872352600098,ANOMALY,0,1
492,0.6653123497962952,ANOMALY,0,1
493,0.6685840487480164,ANOMALY,0,1
494,0.6720139384269714,ANOMALY,0,1
495,0.6755431890487671,ANOMALY,0,1
496,0.6791446208953857,ANOMALY,0,1
497,0.6827998161315918,ANOMALY,0,1
498,0.6864874362945557,ANOMALY,0,1
499,0.6901357769966125,ANOMALY,0,1
500,0.6934187412261963,ANOMALY,0,1
501,0.695341944694519,ANOMALY,0,1
502,0.6977717876434326,ANOMALY,0,1
503,0.7017704248428345,ANOMALY,0,1
504,0.7058088183403015,ANOMALY,0,1
505,0.7098816633224487,ANOMALY,0,1
506,0.7139849662780762,ANOMALY,0,1
507,0.7181144952774048,ANOMALY,0,1
508,0.7222676873207092,ANOMALY,0,1
509,0.7264420390129089,ANOMALY,0,1
510,0.7306355834007263,ANOMALY,0,1
511,0.7348466515541077,ANOMALY,0,1
512,0.7390744090080261,ANOMALY,0,1
513,0.7433196902275085,ANOMALY,0,1
514,0.7475870251655579,ANOMALY,0,1
515,0.7518898844718933,ANOMALY,0,1
516,0.7562861442565918,ANOMALY,0,1
517,0.7610459923744202,ANOMALY,0,1
518,0.7667426466941833,ANOMALY,0,1
519,0.7710822820663452,ANOMALY,0,1
520,0.7754383087158203,ANOMALY,0,1
521,0.779806911945343,ANOMALY,0,1
522,0.7841821312904358,ANOMALY,0,1
523,0.7885560393333435,ANOMALY,0,1
524,0.7929164171218872,ANOMALY,0,1
525,0.7970085740089417,ANOMALY,0,1
526,0.8002766370773315,ANOMALY,0,1
527,0.8027549982070923,ANOMALY,0,1
528,0.8035037517547607,ANOMALY,0,1
529,0.8041307330131531,ANOMALY,0,1
530,0.8046761155128479,ANOMALY,0,1
531,0.805163562297821,ANOMALY,0,1
532,0.805606484413147,ANOMALY,0,1
533,0.8060128688812256,ANOMALY,0,1
534,0.8063874840736389,ANOMALY,0,1
535,0.8067314624786377,ANOMALY,0,1
536,0.8064785003662109,ANOMALY,0,1
537,0.8062584400177002,ANOMALY,0,1
538,0.8062139749526978,ANOMALY,0,1
539,0.8061443567276001,ANOMALY,0,1
540,0.8056647777557373,ANOMALY,0,1
541,0.8035166263580322,ANOMALY,0,1
542,0.8013653755187988,ANOMALY,0,1
543,0.7992061376571655,ANOMALY,0,1
544,0.7970373630523682,ANOMALY,0,1
545,0.7948591113090515,ANOMALY,0,1
546,0.7926716804504395,ANOMALY,0,1
547,0.7904752492904663,ANOMALY,0,1
548,0.7882704734802246,ANOMALY,0,1
549,0.786058247089386,ANOMALY,0,1
550,0.7845156788825989,ANOMALY,0,1
551,0.783416748046875,ANOMALY,0,1
552,0.7825442552566528,ANOMALY,0,1
553,0.7818077802658081,ANOMALY,0,1
554,0.7811524271965027,ANOMALY,0,1
555,0.7805566191673279,ANOMALY,0,1
556,0.7800118327140808,ANOMALY,0,1
557,0.7795145511627197,ANOMALY,0,1
558,0.7790631055831909,ANOMALY,0,1
559,0.7786563038825989,ANOMALY,0,1
560,0.7782920598983765,ANOMALY,0,1
561,0.778288722038269,ANOMALY,0,1
562,0.7788839936256409,ANOMALY,0,1
563,0.7797696590423584,ANOMALY,0,1
564,0.7808505892753601,ANOMALY,0,1
565,0.7820611596107483,ANOMALY,0,1
566,0.7833741903305054,ANOMALY,0,1
567,0.7847769260406494,ANOMALY,0,1
568,0.7862647175788879,ANOMALY,0,1
569,0.7878350615501404,ANOMALY,0,1
570,0.789489209651947,ANOMALY,0,1
571,0.791231632232666,ANOMALY,0,1
572,0.7930780053138733,ANOMALY,0,1
573,0.7951025366783142,ANOMALY,0,1
574,0.7976479530334473,ANOMALY,0,1
575,0.8019058108329773,ANOMALY,0,1
576,0.8057318925857544,ANOMALY,0,1
577,0.8103981614112854,ANOMALY,0,1
578,0.8154537677764893,ANOMALY,0,1
579,0.8207969665527344,ANOMALY,0,1
580,0.8263452053070068,ANOMALY,0,1
581,0.8320642113685608,ANOMALY,0,1
582,0.8392207622528076,ANOMALY,0,1
583,0.8452688455581665,ANOMALY,0,1
584,0.8509937524795532,ANOMALY,0,1
585,0.8568304181098938,ANOMALY,0,1
586,0.8635818958282471,ANOMALY,0,1
587,0.868744969367981,ANOMALY,0,1
588,0.8738536238670349,ANOMALY,0,1
589,0.8789216876029968,ANOMALY,0,1
590,0.8839570879936218,ANOMALY,0,1
591,0.8889633417129517,ANOMALY,0,1
592,0.8939430117607117,ANOMALY,0,1
593,0.8988959789276123,ANOMALY,0,1
594,0.9043443202972412,ANOMALY,0,1
595,0.9086881875991821,ANOMALY,0,1
596,0.9125261902809143,ANOMALY,0,1
597,0.9160143136978149,ANOMALY,0,1
598,0.9191883206367493,ANOMALY,0,1
599,0.9217591881752014,ANOMALY,0,1
600,0.9225559830665588,ANOMALY,0,1
601,0.9232657551765442,ANOMALY,0,1
602,0.9239032864570618,ANOMALY,0,1
603,0.9244785308837891,ANOMALY,0,1
604,0.9249980449676514,ANOMALY,0,1
605,0.9256669878959656,ANOMALY,0,1
606,0.9268044829368591,ANOMALY,0,1
607,0.9276562333106995,ANOMALY,0,1
608,0.9289712309837341,ANOMALY,0,1
609,0.9303667545318604,ANOMALY,0,1
610,0.9314286112785339,ANOMALY,0,1
611,0.9307564496994019,ANOMALY,0,1
612,0.9301416277885437,ANOMALY,0,1
613,0.929578959941864,ANOMALY,0,1
614,0.9290677905082703,ANOMALY,0,1
615,0.9286100268363953,ANOMALY,0,1
616,0.9282054305076599,ANOMALY,0,1
617,0.9278520345687866,ANOMALY,0,1
618,0.9275445342063904,ANOMALY,0,1
619,0.927275538444519,ANOMALY,0,1
620,0.9270357489585876,ANOMALY,0,1
621,0.9263635873794556,ANOMALY,0,1
622,0.9264742136001587,ANOMALY,0,1
623,0.9269099235534668,ANOMALY,0,1
624,0.9274894595146179,ANOMALY,0,1
625,0.9277842044830322,ANOMALY,0,1
626,0.9262890815734863,ANOMALY,0,1
627,0.9249395728111267,ANOMALY,0,1
628,0.923736035823822,ANOMALY,0,1
629,0.9226934313774109,ANOMALY,0,1
630,0.9218840003013611,ANOMALY,0,1
631,0.9216488599777222,ANOMALY,0,1
632,0.9234496355056763,ANOMALY,0,1
633,0.9253321886062622,ANOMALY,0,1
634,0.9272869229316711,ANOMALY,0,1
635,0.929304301738739,ANOMALY,0,1
636,0.9313773512840271,ANOMALY,0,1
637,0.9335004687309265,ANOMALY,0,1
638,0.935670018196106,ANOMALY,0,1
639,0.9378859996795654,ANOMALY,0,1
640,0.9401540160179138,ANOMALY,0,1
641,0.9424942135810852,ANOMALY,0,1
642,0.9449858665466309,ANOMALY,0,1
643,0.9479811191558838,ANOMALY,0,1
644,0.9527998566627502,ANOMALY,0,1
645,0.9576484560966492,ANOMALY,0,1
646,0.9625247120857239,ANOMALY,0,1
647,0.9674267768859863,ANOMALY,0,1
648,0.9723508358001709,ANOMALY,0,1
649,0.9772911071777344,ANOMALY,0,1
650,0.9822409152984619,ANOMALY,0,1
651,0.9871892333030701,ANOMALY,0,1
652,0.9921141266822815,ANOMALY,0,1
653,0.9969444274902344,ANOMALY,0,1
654,1.0013843774795532,ANOMALY,0,1
655,1.0043829679489136,ANOMALY,0,1
656,1.008700966835022,ANOMALY,0,1
657,1.0112272500991821,ANOMALY,0,1
658,1.0137568712234497,ANOMALY,0,1
659,1.0162928104400635,ANOMALY,0,1
660,1.0188372135162354,ANOMALY,0,1
661,1.0213913917541504,ANOMALY,0,1
662,1.0239557027816772,ANOMALY,0,1
663,1.0265288352966309,ANOMALY,0,1
664,1.0291087627410889,ANOMALY,0,1
665,1.0316916704177856,ANOMALY,0,1
666,1.0342715978622437,ANOMALY,0,1
667,1.0368380546569824,ANOMALY,0,1
668,1.0393673181533813,ANOMALY,0,1
669,1.0417776107788086,ANOMALY,0,1
670,1.0437160730361938,ANOMALY,0,1
671,1.0437160730361938,ANOMALY,0,1
672,1.0437160730361938,ANOMALY,0,1
673,1.0437160730361938,ANOMALY,0,1
674,1.0437160730361938,ANOMALY,0,1
675,1.0437160730361938,ANOMALY,0,1
676,1.0416103601455688,ANOMALY,0,1
677,1.040797472000122,ANOMALY,0,1
678,1.0405552387237549,ANOMALY,0,1
679,1.0407382249832153,ANOMALY,0,1
680,1.0412203073501587,ANOMALY,0,1
681,1.0419405698776245,ANOMALY,0,1
682,1.0428638458251953,ANOMALY,0,1
683,1.0439684391021729,ANOMALY,0,1
684,1.0452383756637573,ANOMALY,0,1
685,1.0466598272323608,ANOMALY,0,1
686,1.0482219457626343,ANOMALY,0,1
687,1.0499118566513062,ANOMALY,0,1
