telemetry_index,anomaly_score,decision
146,0.1476234644651413,ANOMALY
147,0.14852957427501678,ANOMALY
148,0.14945478737354279,ANOMALY
149,0.1503954529762268,ANOMALY
150,0.15134455263614655,ANOMALY
151,0.15229077637195587,ANOMALY
152,0.15321296453475952,ANOMALY
153,0.15404312312602997,ANOMALY
154,0.15445499122142792,ANOMALY
155,0.15446776151657104,ANOMALY
156,0.15354017913341522,ANOMALY
157,0.15362726151943207,ANOMALY
158,0.1536056101322174,ANOMALY
159,0.15361450612545013,ANOMALY
160,0.1536346971988678,ANOMALY
161,0.15366609394550323,ANOMALY
162,0.15370868146419525,ANOMALY
163,0.15484139323234558,ANOMALY
164,0.15589773654937744,ANOMALY
165,0.15697984397411346,ANOMALY
166,0.15804563462734222,ANOMALY
167,0.15903350710868835,ANOMALY
168,0.15966394543647766,ANOMALY
169,0.16007600724697113,ANOMALY
170,0.16060617566108704,ANOMALY
171,0.1617620438337326,ANOMALY
172,0.16285134851932526,ANOMALY
173,0.1639634668827057,ANOMALY
174,0.1650666743516922,ANOMALY
175,0.16615065932273865,ANOMALY
176,0.16721194982528687,ANOMALY
177,0.16825199127197266,ANOMALY
178,0.16927595436573029,ANOMALY
179,0.17029188573360443,ANOMALY
180,0.17131176590919495,ANOMALY
181,0.17235741019248962,ANOMALY
182,0.17470736801624298,ANOMALY
183,0.17746807634830475,ANOMALY
184,0.18081258237361908,ANOMALY
185,0.184176504611969,ANOMALY
186,0.1875496357679367,ANOMALY
187,0.19092854857444763,ANOMALY
188,0.19431298971176147,ANOMALY
189,0.19770365953445435,ANOMALY
190,0.20110134780406952,ANOMALY
191,0.2045065462589264,ANOMALY
192,0.2079188972711563,ANOMALY
193,0.21133704483509064,ANOMALY
194,0.2147589921951294,ANOMALY
195,0.21818247437477112,ANOMALY
196,0.2216060608625412,ANOMALY
197,0.22502964735031128,ANOMALY
198,0.22845445573329926,ANOMALY
199,0.23188269138336182,ANOMALY
200,0.23531797528266907,ANOMALY
201,0.2387656271457672,ANOMALY
202,0.24223339557647705,ANOMALY
203,0.24573571979999542,ANOMALY
204,0.24932391941547394,ANOMALY
205,0.2532599866390228,ANOMALY
206,0.25716838240623474,ANOMALY
207,0.2607046067714691,ANOMALY
208,0.26424703001976013,ANOMALY
209,0.26778775453567505,ANOMALY
210,0.2713102400302887,ANOMALY
211,0.2735765278339386,ANOMALY
212,0.2754025459289551,ANOMALY
213,0.2766408324241638,ANOMALY
214,0.2778724431991577,ANOMALY
215,0.2791104316711426,ANOMALY
216,0.28035426139831543,ANOMALY
217,0.2815941870212555,ANOMALY
218,0.28280967473983765,ANOMALY
219,0.2839323878288269,ANOMALY
220,0.28463539481163025,ANOMALY
221,0.2846633493900299,ANOMALY
222,0.284702330827713,ANOMALY
223,0.28475579619407654,ANOMALY
224,0.2848256230354309,ANOMALY
225,0.284910649061203,ANOMALY
226,0.2850070595741272,ANOMALY
227,0.2864018380641937,ANOMALY
228,0.2877374589443207,ANOMALY
229,0.28909459710121155,ANOMALY
230,0.2903633713722229,ANOMALY
231,0.29120150208473206,ANOMALY
232,0.29120373725891113,ANOMALY
233,0.2911960482597351,ANOMALY
234,0.291179358959198,ANOMALY
235,0.29249346256256104,ANOMALY
236,0.29377979040145874,ANOMALY
237,0.2951171100139618,ANOMALY
238,0.29646649956703186,ANOMALY
239,0.297815203666687,ANOMALY
240,0.29915985465049744,ANOMALY
241,0.3005009889602661,ANOMALY
242,0.3018406629562378,ANOMALY
243,0.3031817674636841,ANOMALY
244,0.3045269250869751,ANOMALY
245,0.30587875843048096,ANOMALY
246,0.307239294052124,ANOMALY
247,0.30860936641693115,ANOMALY
248,0.30998820066452026,ANOMALY
249,0.31137314438819885,ANOMALY
250,0.3127601146697998,ANOMALY
251,0.3141445219516754,ANOMALY
252,0.31678828597068787,ANOMALY
253,0.31949490308761597,ANOMALY
254,0.3210744559764862,ANOMALY
255,0.32257935404777527,ANOMALY
256,0.3240067660808563,ANOMALY
257,0.3254126310348511,ANOMALY
258,0.32683777809143066,ANOMALY
259,0.328360378742218,ANOMALY
260,0.3303154408931732,ANOMALY
261,0.3330923914909363,ANOMALY
262,0.3358701467514038,ANOMALY
263,0.33864861726760864,ANOMALY
264,0.3414284884929657,ANOMALY
265,0.34421229362487793,ANOMALY
266,0.3470034897327423,ANOMALY
267,0.34862059354782104,ANOMALY
268,0.3501551151275635,ANOMALY
269,0.3516036570072174,ANOMALY
270,0.3530261218547821,ANOMALY
271,0.3544432818889618,ANOMALY
272,0.35586002469062805,ANOMALY
273,0.35727253556251526,ANOMALY
274,0.35866546630859375,ANOMALY
275,0.35997408628463745,ANOMALY
276,0.36087116599082947,ANOMALY
277,0.3609597682952881,ANOMALY
278,0.3610633611679077,ANOMALY
279,0.3611774742603302,ANOMALY
280,0.36263683438301086,ANOMALY
281,0.36275383830070496,ANOMALY
282,0.36423632502555847,ANOMALY
283,0.36556312441825867,ANOMALY
284,0.3665080964565277,ANOMALY
285,0.36649224162101746,ANOMALY
286,0.3664725124835968,ANOMALY
287,0.36644497513771057,ANOMALY
288,0.36640965938568115,ANOMALY
289,0.3663695156574249,ANOMALY
290,0.36767685413360596,ANOMALY
291,0.3677023947238922,ANOMALY
292,0.36907249689102173,ANOMALY
293,0.37044352293014526,ANOMALY
294,0.3718779683113098,ANOMALY
295,0.3733358085155487,ANOMALY
296,0.374798059463501,ANOMALY
297,0.37625569105148315,ANOMALY
298,0.3777017891407013,ANOMALY
299,0.3791235089302063,ANOMALY
300,0.3804619312286377,ANOMALY
301,0.38264575600624084,ANOMALY
302,0.3839525580406189,ANOMALY
303,0.38581523299217224,ANOMALY
304,0.38885071873664856,ANOMALY
305,0.3919219672679901,ANOMALY
306,0.3950146436691284,ANOMALY
307,0.3970647156238556,ANOMALY
308,0.39996474981307983,ANOMALY
309,0.40294864773750305,ANOMALY
310,0.4060060977935791,ANOMALY
311,0.4091099798679352,ANOMALY
312,0.4122451841831207,ANOMALY
313,0.4154125452041626,ANOMALY
314,0.41862809658050537,ANOMALY
315,0.4219615161418915,ANOMALY
316,0.4257485270500183,ANOMALY
317,0.4305065870285034,ANOMALY
318,0.4352792501449585,ANOMALY
319,0.4400682747364044,ANOMALY
320,0.44487568736076355,ANOMALY
321,0.4497028589248657,ANOMALY
322,0.4545503854751587,ANOMALY
323,0.4594169855117798,ANOMALY
324,0.46429935097694397,ANOMALY
325,0.468191534280777,ANOMALY
326,0.4728407561779022,ANOMALY
327,0.476521372795105,ANOMALY
328,0.4799356758594513,ANOMALY
329,0.4828665256500244,ANOMALY
330,0.48511645197868347,ANOMALY
331,0.48786789178848267,ANOMALY
332,0.4896511137485504,ANOMALY
333,0.4914330244064331,ANOMALY
334,0.49321407079696655,ANOMALY
335,0.4949907958507538,ANOMALY
336,0.4967559576034546,ANOMALY
337,0.4984932839870453,ANOMALY
338,0.5001441836357117,ANOMALY
339,0.5002608299255371,ANOMALY
340,0.49943360686302185,ANOMALY
341,0.49915724992752075,ANOMALY
342,0.49772319197654724,ANOMALY
343,0.49627697467803955,ANOMALY
344,0.4948302209377289,ANOMALY
345,0.4933830499649048,ANOMALY
346,0.4919300079345703,ANOMALY
347,0.4904608428478241,ANOMALY
348,0.48895591497421265,ANOMALY
349,0.487346351146698,ANOMALY
350,0.48530158400535583,ANOMALY
351,0.4819936454296112,ANOMALY
352,0.4800470471382141,ANOMALY
353,0.4781368672847748,ANOMALY
354,0.4763295352458954,ANOMALY
355,0.47461873292922974,ANOMALY
356,0.4732455909252167,ANOMALY
357,0.4726926386356354,ANOMALY
358,0.4708766043186188,ANOMALY
359,0.4690566658973694,ANOMALY
360,0.46723473072052,ANOMALY
361,0.46541211009025574,ANOMALY
362,0.46358898282051086,ANOMALY
363,0.46176445484161377,ANOMALY
364,0.4612159729003906,ANOMALY
365,0.4607642889022827,ANOMALY
366,0.4604080617427826,ANOMALY
367,0.4600903391838074,ANOMALY
368,0.45978495478630066,ANOMALY
369,0.4594850242137909,ANOMALY
370,0.45919278264045715,ANOMALY
371,0.4589170515537262,ANOMALY
372,0.4586770236492157,ANOMALY
373,0.4585361182689667,ANOMALY
374,0.45878133177757263,ANOMALY
375,0.4610617756843567,ANOMALY
376,0.461719810962677,ANOMALY
377,0.46457740664482117,ANOMALY
378,0.4676206707954407,ANOMALY
379,0.4707788825035095,ANOMALY
380,0.47400641441345215,ANOMALY
381,0.4772736728191376,ANOMALY
382,0.4805702865123749,ANOMALY
383,0.4838932454586029,ANOMALY
384,0.4872448742389679,ANOMALY
385,0.4906320869922638,ANOMALY
386,0.49407416582107544,ANOMALY
387,0.49764329195022583,ANOMALY
388,0.5016786456108093,ANOMALY
389,0.5068342685699463,ANOMALY
390,0.5120140314102173,ANOMALY
391,0.5172207355499268,ANOMALY
392,0.5224559903144836,ANOMALY
393,0.5269190073013306,ANOMALY
394,0.5309898853302002,ANOMALY
395,0.5348660945892334,ANOMALY
396,0.5386373400688171,ANOMALY
397,0.5433092713356018,ANOMALY
398,0.5473172664642334,ANOMALY
399,0.5511158108711243,ANOMALY
400,0.5547024607658386,ANOMALY
401,0.5577854514122009,ANOMALY
402,0.5597360134124756,ANOMALY
403,0.561673104763031,ANOMALY
404,0.5636066198348999,ANOMALY
405,0.5645381808280945,ANOMALY
406,0.5651687383651733,ANOMALY
407,0.5656188726425171,ANOMALY
408,0.5659781098365784,ANOMALY
409,0.566286027431488,ANOMALY
410,0.5665519833564758,ANOMALY
411,0.5667647123336792,ANOMALY
412,0.5668579936027527,ANOMALY
413,0.5665009021759033,ANOMALY
414,0.5648786425590515,ANOMALY
415,0.5632502436637878,ANOMALY
416,0.5616196990013123,ANOMALY
417,0.5599894523620605,ANOMALY
418,0.5583606958389282,ANOMALY
419,0.5567324757575989,ANOMALY
420,0.5563992261886597,ANOMALY
421,0.556164026260376,ANOMALY
422,0.5560168623924255,ANOMALY
423,0.5558321475982666,ANOMALY
424,0.555295467376709,ANOMALY
425,0.5537000894546509,ANOMALY
426,0.5530668497085571,ANOMALY
427,0.5510366559028625,ANOMALY
428,0.5490095019340515,ANOMALY
429,0.5481648445129395,ANOMALY
430,0.547502338886261,ANOMALY
431,0.5469707250595093,ANOMALY
432,0.5465036630630493,ANOMALY
433,0.5460662245750427,ANOMALY
434,0.5456464886665344,ANOMALY
435,0.545242190361023,ANOMALY
436,0.5448555946350098,ANOMALY
437,0.5444908738136292,ANOMALY
438,0.5441545844078064,ANOMALY
439,0.5438558459281921,ANOMALY
440,0.5436144471168518,ANOMALY
441,0.5435009598731995,ANOMALY
442,0.5438497066497803,ANOMALY
443,0.5455988645553589,ANOMALY
444,0.5473397374153137,ANOMALY
445,0.5490151643753052,ANOMALY
446,0.5503562688827515,ANOMALY
447,0.5507555603981018,ANOMALY
448,0.5525510311126709,ANOMALY
449,0.5543537735939026,ANOMALY
450,0.5561680793762207,ANOMALY
451,0.5588650703430176,ANOMALY
452,0.5619628429412842,ANOMALY
453,0.5646021366119385,ANOMALY
454,0.5673866271972656,ANOMALY
455,0.5712717771530151,ANOMALY
456,0.5750824213027954,ANOMALY
457,0.5788621306419373,ANOMALY
458,0.582630455493927,ANOMALY
459,0.5863984823226929,ANOMALY
460,0.5901718139648438,ANOMALY
461,0.5939524173736572,ANOMALY
462,0.5977398753166199,ANOMALY
463,0.6015317440032959,ANOMALY
464,0.6053237318992615,ANOMALY
465,0.6091108918190002,ANOMALY
466,0.6128853559494019,ANOMALY
467,0.6166291236877441,ANOMALY
468,0.6194393038749695,ANOMALY
469,0.6222929954528809,ANOMALY
470,0.624064028263092,ANOMALY
471,0.6259351968765259,ANOMALY
472,0.6278660893440247,ANOMALY
473,0.629824697971344,ANOMALY
474,0.6317934989929199,ANOMALY
475,0.6337573528289795,ANOMALY
476,0.6356920599937439,ANOMALY
477,0.6375224590301514,ANOMALY
478,0.6398318409919739,ANOMALY
479,0.6410822868347168,ANOMALY
480,0.6425214409828186,ANOMALY
481,0.6440691351890564,ANOMALY
482,0.6456785798072815,ANOMALY
483,0.6473296880722046,ANOMALY
484,0.6490140557289124,ANOMALY
485,0.6507278680801392,ANOMALY
486,0.6524699330329895,ANOMALY
487,0.6542412042617798,ANOMALY
488,0.6560428142547607,ANOMALY
489,0.6578758358955383,ANOMALY
490,0.659740149974823,ANOMALY
491,0.6622872352600098,ANOMALY
492,0.6653123497962952,ANOMALY
493,0.6685840487480164,ANOMALY
494,0.6720139384269714,ANOMALY
495,0.6755431890487671,ANOMALY
496,0.6791446208953857,ANOMALY
497,0.6827998161315918,ANOMALY
498,0.6864874362945557,ANOMALY
499,0.6901357769966125,ANOMALY
500,0.6934187412261963,ANOMALY
501,0.695341944694519,ANOMALY
502,0.6977717876434326,ANOMALY
503,0.7017704248428345,ANOMALY
504,0.7058088183403015,ANOMALY
505,0.7098816633224487,ANOMALY
506,0.7139849662780762,ANOMALY
507,0.7181144952774048,ANOMALY
508,0.7222676873207092,ANOMALY
509,0.7264420390129089,ANOMALY
510,0.7306355834007263,ANOMALY
511,0.7348466515541077,ANOMALY
512,0.7390744090080261,ANOMALY
513,0.7433196902275085,ANOMALY
514,0.7475870251655579,ANOMALY
515,0.7518898844718933,ANOMALY
516,0.7562861442565918,ANOMALY
517,0.7610459923744202,ANOMALY
518,0.7667426466941833,ANOMALY
519,0.7710822820663452,ANOMALY
520,0.7754383087158203,ANOMALY
521,0.779806911945343,ANOMALY
522,0.7841821312904358,ANOMALY
523,0.7885560393333435,ANOMALY
524,0.7929164171218872,ANOMALY
525,0.7970085740089417,ANOMALY
526,0.8002766370773315,ANOMALY
527,0.8027549982070923,ANOMALY
528,0.8035037517547607,ANOMALY
529,0.8041307330131531,ANOMALY
530,0.8046761155128479,ANOMALY
531,0.805163562297821,ANOMALY
532,0.805606484413147,ANOMALY
533,0.8060128688812256,ANOMALY
534,0.8063874840736389,ANOMALY
535,0.8067314624786377,ANOMALY
536,0.8064785003662109,ANOMALY
537,0.8062584400177002,ANOMALY
538,0.8062139749526978,ANOMALY
539,0.8061443567276001,ANOMALY
540,0.8056647777557373,ANOMALY
541,0.8035166263580322,ANOMALY
542,0.8013653755187988,ANOMALY
543,0.7992061376571655,ANOMALY
544,0.7970373630523682,ANOMALY
545,0.7948591113090515,ANOMALY
546,0.7926716804504395,ANOMALY
547,0.7904752492904663,ANOMALY
548,0.7882704734802246,ANOMALY
549,0.786058247089386,ANOMALY
550,0.7845156788825989,ANOMALY
551,0.783416748046875,ANOMALY
552,0.7825442552566528,ANOMALY
553,0.7818077802658081,ANOMALY
554,0.7811524271965027,ANOMALY
555,0.7805566191673279,ANOMALY
556,0.7800118327140808,ANOMALY
557,0.7795145511627197,ANOMALY
558,0.7790631055831909,ANOMALY
559,0.7786563038825989,ANOMALY
560,0.7782920598983765,ANOMALY
561,0.778288722038269,ANOMALY
562,0.7788839936256409,ANOMALY
563,0.7797696590423584,ANOMALY
564,0.7808505892753601,ANOMALY
565,0.7820611596107483,ANOMALY
566,0.7833741903305054,ANOMALY
567,0.7847769260406494,ANOMALY
568,0.7862647175788879,ANOMALY
569,0.7878350615501404,ANOMALY
570,0.789489209651947,ANOMALY
571,0.791231632232666,ANOMALY
572,0.7930780053138733,ANOMALY
573,0.7951025366783142,ANOMALY
574,0.7976479530334473,ANOMALY
575,0.8019058108329773,ANOMALY
576,0.8057318925857544,ANOMALY
577,0.8103981614112854,ANOMALY
578,0.8154537677764893,ANOMALY
579,0.8207969665527344,ANOMALY
580,0.8263452053070068,ANOMALY
581,0.8320642113685608,ANOMALY
582,0.8392207622528076,ANOMALY
583,0.8452688455581665,ANOMALY
584,0.8509937524795532,ANOMALY
585,0.8568304181098938,ANOMALY
586,0.8635818958282471,ANOMALY
587,0.868744969367981,ANOMALY
588,0.8738536238670349,ANOMALY
589,0.8789216876029968,ANOMALY
590,0.8839570879936218,ANOMALY
591,0.8889633417129517,ANOMALY
592,0.8939430117607117,ANOMALY
593,0.8988959789276123,ANOMALY
594,0.9043443202972412,ANOMALY
595,0.9086881875991821,ANOMALY
596,0.9125261902809143,ANOMALY
597,0.9160143136978149,ANOMALY
598,0.9191883206367493,ANOMALY
599,0.9217591881752014,ANOMALY
600,0.9225559830665588,ANOMALY
601,0.9232657551765442,ANOMALY
602,0.9239032864570618,ANOMALY
603,0.9244785308837891,ANOMALY
604,0.9249980449676514,ANOMALY
605,0.9256669878959656,ANOMALY
606,0.9268044829368591,ANOMALY
607,0.9276562333106995,ANOMALY
608,0.9289712309837341,ANOMALY
609,0.9303667545318604,ANOMALY
610,0.9314286112785339,ANOMALY
611,0.9307564496994019,ANOMALY
612,0.9301416277885437,ANOMALY
613,0.929578959941864,ANOMALY
614,0.9290677905082703,ANOMALY
615,0.9286100268363953,ANOMALY
616,0.9282054305076599,ANOMALY
617,0.9278520345687866,ANOMALY
618,0.9275445342063904,ANOMALY
619,0.927275538444519,ANOMALY
620,0.9270357489585876,ANOMALY
621,0.9263635873794556,ANOMALY
622,0.9264742136001587,ANOMALY
623,0.9269099235534668,ANOMALY
624,0.9274894595146179,ANOMALY
625,0.9277842044830322,ANOMALY
626,0.9262890815734863,ANOMALY
627,0.9249395728111267,ANOMALY
628,0.923736035823822,ANOMALY
629,0.9226934313774109,ANOMALY
630,0.9218840003013611,ANOMALY
631,0.9216488599777222,ANOMALY
632,0.9234496355056763,ANOMALY
633,0.9253321886062622,ANOMALY
634,0.9272869229316711,ANOMALY
635,0.929304301738739,ANOMALY
636,0.9313773512840271,ANOMALY
637,0.9335004687309265,ANOMALY
638,0.935670018196106,ANOMALY
639,0.9378859996795654,ANOMALY
640,0.9401540160179138,ANOMALY
641,0.9424942135810852,ANOMALY
642,0.9449858665466309,ANOMALY
643,0.9479811191558838,ANOMALY
644,0.9527998566627502,ANOMALY
645,0.9576484560966492,ANOMALY
646,0.9625247120857239,ANOMALY
647,0.9674267768859863,ANOMALY
648,0.9723508358001709,ANOMALY
649,0.9772911071777344,ANOMALY
650,0.9822409152984619,ANOMALY
651,0.9871892333030701,ANOMALY
652,0.9921141266822815,ANOMALY
653,0.9969444274902344,ANOMALY
654,1.0013843774795532,ANOMALY
655,1.0043829679489136,ANOMALY
656,1.008700966835022,ANOMALY
657,1.0112272500991821,ANOMALY
658,1.0137568712234497,ANOMALY
659,1.0162928104400635,ANOMALY
660,1.0188372135162354,ANOMALY
661,1.0213913917541504,ANOMALY
662,1.0239557027816772,ANOMALY
663,1.0265288352966309,ANOMALY
664,1.0291087627410889,ANOMALY
665,1.0316916704177856,ANOMALY
666,1.0342715978622437,ANOMALY
667,1.0368380546569824,ANOMALY
668,1.0393673181533813,ANOMALY
669,1.0417776107788086,ANOMALY
670,1.0437160730361938,ANOMALY
671,1.0437160730361938,ANOMALY
672,1.0437160730361938,ANOMALY
673,1.0437160730361938,ANOMALY
674,1.0437160730361938,ANOMALY
675,1.0437160730361938,ANOMALY
676,1.0416103601455688,ANOMALY
677,1.040797472000122,ANOMALY
678,1.0405552387237549,ANOMALY
679,1.0407382249832153,ANOMALY
680,1.0412203073501587,ANOMALY
681,1.0419405698776245,ANOMALY
682,1.0428638458251953,ANOMALY
683,1.0439684391021729,ANOMALY
684,1.0452383756637573,ANOMALY
685,1.0466598272323608,ANOMALY
686,1.0482219457626343,ANOMALY
687,1.0499118566513062,ANOMALY
688,1.0482004880905151,ANOMALY
689,1.0483016967773438,ANOMALY
690,1.0492497682571411,ANOMALY
691,1.050861120223999,ANOMALY
692,1.0529708862304688,ANOMALY
693,1.055487036705017,ANOMALY
694,1.0583492517471313,ANOMALY
695,1.0615137815475464,ANOMALY
696,1.0649491548538208,ANOMALY
697,1.068627953529358,ANOMALY
698,1.07252836227417,ANOMALY
699,1.0766291618347168,ANOMALY
700,1.080911636352539,ANOMALY
701,1.0853567123413086,ANOMALY
702,1.0899485349655151,ANOMALY
703,1.094668984413147,ANOMALY
704,1.099503993988037,ANOMALY
705,1.1044385433197021,ANOMALY
706,1.109459400177002,ANOMALY
707,1.11455500125885,ANOMALY
708,1.119714617729187,ANOMALY
709,1.1249301433563232,ANOMALY
710,1.130194067955017,ANOMALY
711,1.135501503944397,ANOMALY
712,1.1408493518829346,ANOMALY
713,1.1462339162826538,ANOMALY
714,1.1516518592834473,ANOMALY
715,1.1571011543273926,ANOMALY
716,1.162576675415039,ANOMALY
717,1.168074131011963,ANOMALY
718,1.1735886335372925,ANOMALY
719,1.183647632598877,ANOMALY
720,1.191560983657837,ANOMALY
721,1.1984554529190063,ANOMALY
722,1.2045687437057495,ANOMALY
723,1.210098147392273,ANOMALY
724,1.2150969505310059,ANOMALY
725,1.2192975282669067,ANOMALY
726,1.2211785316467285,ANOMALY
727,1.2228394746780396,ANOMALY
728,1.224307894706726,ANOMALY
729,1.2256070375442505,ANOMALY
730,1.226754903793335,ANOMALY
731,1.227766513824463,ANOMALY
732,1.2286545038223267,ANOMALY
733,1.2294269800186157,ANOMALY
734,1.2300864458084106,ANOMALY
735,1.2342209815979004,ANOMALY
736,1.236079454421997,ANOMALY
737,1.2364424467086792,ANOMALY
738,1.2338773012161255,ANOMALY
739,1.2278921604156494,ANOMALY
740,1.2232671976089478,ANOMALY
741,1.219133973121643,ANOMALY
742,1.2153151035308838,ANOMALY
743,1.211665153503418,ANOMALY
744,1.2081190347671509,ANOMALY
745,1.2046433687210083,ANOMALY
746,1.2012224197387695,ANOMALY
747,1.1978504657745361,ANOMALY
748,1.1945232152938843,ANOMALY
749,1.191240668296814,ANOMALY
750,1.188001036643982,ANOMALY
751,1.1812306642532349,ANOMALY
752,1.1762360334396362,ANOMALY
753,1.1720478534698486,ANOMALY
754,1.1684776544570923,ANOMALY
755,1.165359616279602,ANOMALY
756,1.1626015901565552,ANOMALY
757,1.160143256187439,ANOMALY
758,1.1579434871673584,ANOMALY
759,1.1559736728668213,ANOMALY
760,1.1542112827301025,ANOMALY
761,1.1526395082473755,ANOMALY
762,1.1467716693878174,ANOMALY
763,1.1429972648620605,ANOMALY
764,1.140231728553772,ANOMALY
765,1.1382856369018555,ANOMALY
766,1.1370229721069336,ANOMALY
767,1.136438250541687,ANOMALY
768,1.1368136405944824,ANOMALY
769,1.1397761106491089,ANOMALY
770,1.143081545829773,ANOMALY
771,1.1466853618621826,ANOMALY
772,1.1505539417266846,ANOMALY
773,1.1546574831008911,ANOMALY
774,1.1589733362197876,ANOMALY
775,1.163480520248413,ANOMALY
776,1.1681612730026245,ANOMALY
777,1.1729992628097534,ANOMALY
778,1.1779780387878418,ANOMALY
779,1.1830852031707764,ANOMALY
780,1.1883095502853394,ANOMALY
781,1.1936453580856323,ANOMALY
782,1.1991044282913208,ANOMALY
783,1.2097830772399902,ANOMALY
784,1.2189193964004517,ANOMALY
785,1.2291187047958374,ANOMALY
786,1.238531470298767,ANOMALY
787,1.2472292184829712,ANOMALY
788,1.2549606561660767,ANOMALY
789,1.2602777481079102,ANOMALY
790,1.265295386314392,ANOMALY
791,1.270065188407898,ANOMALY
792,1.2746180295944214,ANOMALY
793,1.278977394104004,ANOMALY
794,1.2831594944000244,ANOMALY
795,1.2871792316436768,ANOMALY
796,1.2910468578338623,ANOMALY
797,1.2993251085281372,ANOMALY
798,1.3053127527236938,ANOMALY
799,1.3100481033325195,ANOMALY
800,1.31343412399292,ANOMALY
801,1.3139865398406982,ANOMALY
802,1.3140584230422974,ANOMALY
803,1.3137485980987549,ANOMALY
804,1.3131234645843506,ANOMALY
805,1.3122256994247437,ANOMALY
806,1.311085820198059,ANOMALY
807,1.3059020042419434,ANOMALY
808,1.302362322807312,ANOMALY
809,1.299456000328064,ANOMALY
810,1.2969099283218384,ANOMALY
811,1.2942078113555908,ANOMALY
812,1.2894057035446167,ANOMALY
813,1.2847998142242432,ANOMALY
814,1.2803585529327393,ANOMALY
815,1.2760624885559082,ANOMALY
816,1.2718982696533203,ANOMALY
817,1.2678546905517578,ANOMALY
818,1.2639216184616089,ANOMALY
819,1.2600876092910767,ANOMALY
820,1.256342887878418,ANOMALY
821,1.2526775598526,ANOMALY
822,1.2490829229354858,ANOMALY
823,1.245551347732544,ANOMALY
824,1.2420774698257446,ANOMALY
825,1.2341282367706299,ANOMALY
826,1.2281768321990967,ANOMALY
827,1.2231476306915283,ANOMALY
828,1.218848705291748,ANOMALY
829,1.2151367664337158,ANOMALY
830,1.2119485139846802,ANOMALY
831,1.2092986106872559,ANOMALY
832,1.2074861526489258,ANOMALY
833,1.2082959413528442,ANOMALY
